
a,b,c,d,upper,f,g,h,tfidf,key,label
0.0,0.0,0.7,0.111,0.024412663883220557,0.125,0.371,0.385,0.024412663883220557,A key research centre in the US - Duke University in North Carolina - is trying to keep tabs on all the deals being done.,1
0.0,0.0,0.35,0.1,0.01721659965361867,0.125,0.515,0.0,0.01721659965361867,"It estimates that 6.4 billion doses of potential vaccines have already been bought, and another 3.2 billion are either under negotiation or reserved as ""optional expansions of existing deals"".",0
1.0,0.0,-0.4,0.091,0.015150712931877138,0.0,0.58,0.538,0.015150712931877138,"The process of advance purchasing is well established in the pharmaceutical industry, as it can help to incentivise the development of products and fund trials, according to Clare Wenham, assistant professor of global health policy at the London School of Economics and Political Science.",0
0.0,0.0,0.95,0.083,0.05774896844002818,0.25,0.107,0.0,0.05774896844002818,How soon can we expect a working vaccine?,0
0.0,0.0,0.65,0.077,0.022039908139178874,0.125,0.492,0.0,0.022039908139178874,"But it also means that whoever can pay the most at the earliest stage of production gets to the front of the queue, she says.",0
0.0,0.0,0.7,0.071,0.017198546393256336,0.25,0.528,0.154,0.017198546393256336,"And Duke's research found that the ""vast majority"" of vaccine doses that have been bought so far are going to high-income countries.",0
0.0,0.0,0.95,0.067,0.023807474093657542,0.125,0.192,0.0,0.023807474093657542,Some middle-income countries with manufacturing capacity have also been able to negotiate large purchase agreements as part of manufacturing deals.,0
0.0,0.0,0.5,0.062,0.019821435913493918,0.25,0.28,0.154,0.019821435913493918,While other countries with the infrastructure to host clinical trials - such as Brazil and Mexico - have been able to use that as leverage in procuring future vaccines.,0
1.0,0.0,0.9,0.059,0.02673622641702305,0.0,0.399,0.231,0.02673622641702305,"India's Serum Institute, for example, has committed to keeping half of all doses it produces for in-country distribution.",1
0.0,0.0,0.65,0.056,0.026595580044560297,0.125,0.337,0.462,0.026595580044560297,"Meanwhile, Indonesia is partnering with Chinese vaccine developers and Brazil is partnering with the trials run by the University of Oxford and pharmaceutical company AstraZeneca.",0
0.0,0.0,0.9,0.053,0.02218418541215433,0.25,0.329,0.0,0.02218418541215433,"Because we do not yet know which vaccines will work, some countries are hedging their bets by purchasing multiple options.",0
1.0,0.0,0.55,0.05,0.02447727674160292,0.125,0.358,0.385,0.02447727674160292,"India, the EU, the US, Canada and the UK are among the countries which have reserved the most doses, according to the latest data.",1
1.0,0.0,-0.15,0.048,0.01644666536557506,0.0,0.7,0.385,0.01644666536557506,"The World Health Organization (WHO) told the BBC it was ""understandable that leaders want to protect their own people first - they are accountable to their citizens - but the response to this global pandemic must be collective"".",0
0.0,0.0,-1.4,0.045,0.010475135030791918,0.375,0.817,0.231,0.010475135030791918,"Delivering a limited supply to the world
Andrea Taylor, who has been leading the Duke analysis, said the combination of advance purchase agreements and limits on the number of doses that can be manufactured in the next couple of years meant ""we're heading into a scenario where the rich countries will have vaccines and the poorer countries are unlikely to have access"".",0
0.0,0.0,0.7,0.048,0.018628025515419186,0.125,0.402,0.0,0.018628025515419186,"Experts note that we do not know yet how many vaccines might make it on to the market, or when they will become available.",0
0.0,0.0,1.0,0.05,0.03412896515540154,0.0,0.284,0.0,0.03412896515540154,"Deals are still being made, and questions remain about details of distribution.",0
1.0,0.0,-0.15,0.053,0.01424161840272425,0.375,0.645,0.692,0.01424161840272425,"According to Chandrakant Lahariya, co-author of the upcoming book Till We Win: India's Fight Against the Covid-19 Pandemic, availability in poorer countries could depend on how many vaccines are developed, how quickly and where they are manufactured.",0
0.0,0.0,0.2,0.056,0.015597654952795633,0.25,0.625,0.077,0.015597654952795633,"""There are vaccines developed in India, and with our production capacity I foresee that the price could come down very quickly and availability in low- and middle-income countries will be very high.""",0
0.0,0.333,-1.1,0.059,0.011127569900213808,0.625,1.0,1.0,0.011127569900213808,"Moderna Covid vaccine shows nearly 95% protection
UK orders 5m doses of Moderna vaccine
How a 'warm vaccine' could help India tackle Covid
Rachel Silverman, a policy analyst at the Center for Global Development think-tank in the US, said the most promising vaccines ""are largely covered by advanced purchase agreements, mostly from wealthy countries"".",1
0.0,0.0,0.25,0.062,0.016682261280990048,0.25,0.482,0.0,0.016682261280990048,"""However, the big asterisk is that if there are many successful vaccines, there will be enough overall supply so that the wealthy countries would not necessarily exercise all their options.""",0
0.0,0.333,0.45,0.067,0.019241539177268525,0.125,0.65,0.308,0.019241539177268525,"Ms Silverman said recent announcements about some vaccines reaching more than 90% effectiveness - notably those from pharmaceutical companies Pfizer and Moderna - were ""exceptional scientific news"".",0
0.0,0.0,0.1,0.071,0.01263615785039278,0.375,0.675,0.0,0.01263615785039278,"But she added: ""There is very little likelihood that it will make it to low- and middle-income countries by the end of next year, at least in any significant numbers for mass vaccination.""",0
0.0,1.0,0.9,0.077,0.03536350865299516,0.0,0.369,0.077,0.03536350865299516,Pfizer says it hopes to produce up to 50 million doses in 2020 and up to 1.3 billion doses in 2021.,1
0.0,0.0,0.8,0.083,0.08792631083786827,0.0,0.185,0.0,0.08792631083786827,Each person needs two doses.,0
0.0,0.0,0.7,0.091,0.019609150734632506,0.0,0.713,0.154,0.019609150734632506,"""Just doing the maths… you can see it's not enough to go around [from that alone],"" Ms Silverman said.",0
1.0,0.0,0.75,0.1,0.02522991012347345,0.125,0.48,0.154,0.02522991012347345,"However, she says now Moderna has also shown similarly promising results, there is more hope, as even more vaccines could follow.",1
0.0,0.0,0.3,0.111,0.01958953559621369,0.25,0.454,0.077,0.01958953559621369,"The Moderna vaccine also has fewer requirements about cold storage, which has been a concern for poorer countries, particularly in warmer areas, and those with remote areas and limited electricity.",0
0.0,0.0,1.0,0.125,0.039747827359519754,0.0,0.325,0.0,0.039747827359519754,"A new landmark distribution plan
Of course inequality in global health is nothing new.",0
0.0,0.333,1.0,0.143,0.029384566566423832,0.125,0.257,0.077,0.029384566566423832,The WHO estimates that nearly 20 million infants have insufficient access to vaccines each year.,1
0.0,0.333,0.75,0.167,0.020624865916525105,0.125,0.372,0.0,0.020624865916525105,"Research shows that during the 2009 ""swine flu"" pandemic the supply of vaccines was dominated by advance purchase agreements with wealthy states.",0
0.0,0.667,0.6,0.2,0.026002699473588877,0.0,0.675,0.0,0.026002699473588877,"""We talk about the 90/10 divide in global health - 90% of the world's pharmaceutical products serve 10% of the world's population.",0
0.0,0.0,1.0,0.25,0.03407225310447296,0.0,0.419,0.154,0.03407225310447296,"This is part of that story,"" Ms Wenham said.",0
1.0,0.0,-0.8,0.333,0.01740199046426401,0.25,0.663,0.077,0.01740199046426401,"""But there's a difference between the fact that the market has loads and loads of erectile dysfunction drugs but no cures for Dengue fever... to us all now being in the same boat and us all facing exactly the same need for the same product, and that product being finite.""",0
0.0,0.0,1.0,0.5,0.02755880527919399,0.375,0.28,0.077,0.02755880527919399,A landmark global vaccine plan known as Covax is seeking to ensure an equitable distribution of future coronavirus vaccines.,1
0.0,0.333,-0.05,1.0,0.017576949610258987,0.375,0.592,0.538,0.017576949610258987,"The joint initiative - between the Gavi vaccines alliance, the WHO and the Coalition for Epidemic Preparedness Innovations (CEPI) - aims to procure enough vaccines for participating countries to inoculate at least 20% of their populations.",1
